Order_ID,Product,Vendor,Region,Country,Shipment_Mode,Order_Value_USD,Country_Risk_Index,Risk_Reason_Geo,Natural_Disaster_Risk,Climate_Zone_Detail,Supplier_Credit_Rating,Financial_Risk_Reason,DPO_Impact_Days,Cost_Competitiveness,Is_Late,Delay_Days,Delay_Root_Cause,Order_Accuracy_Rate,Capacity_Utilization,Defect_Rate,Defect_Flag,Defect_Root_Cause,Audit_Status,Regulatory_Compliance,ESG_Score,Responsiveness_Score,Innovation_Index,Collaboration_Index,Relationship_Issue
PO-20241513,Consumer Electronics,US_Supply_Co_5,Region_US_East,Mexico,Land,395728,19,,Low,Safe Zone,AAA,Stable,68,96,1,15,Machinery Breakdown,98,64,0.0171656634938539,0,Perfect,Certified,Pass,78,80,9.2,8.2,Good Standing
PO-20241514,Bananas/Fruit,US_Supply_Co_3,Region_US_East,Panama,Air,97049,0,,Low,Safe Zone,A,Stable,42,96,0,0,On Time,98,72,0.0386498588709929,1,General Defect,Pending,Pass,63,75,2.4,9.7,Good Standing
PO-20241515,Copper,LatAm_Logistics_4,Region_LatAm_South,Chile,Sea,279703,72,Trade Tariffs,High,Typhoon Belt,BBB,Stable,75,96,0,0,On Time,97,57,0.015876818227941,0,Perfect,Certified,Pass,67,90,6.0,9.2,Good Standing
PO-20241516,Copper,Euro_Ind_3,Region_EU_Central,Poland,Air,30577,23,,Low,Safe Zone,AAA,Stable,88,113,0,0,On Time,100,50,0.0240088163018663,0,Perfect,Certified,Pass,95,67,2.1,3.2,Management Change
PO-20241517,Auto Parts,US_Supply_Co_3,Region_US_East,Mexico,Land,34698,2,,Low,Safe Zone,AAA,Stable,48,94,0,0,On Time,97,70,0.0174052363835915,0,Perfect,Certified,Pass,86,98,9.5,9.7,Good Standing
PO-20241518,Lithium Batteries,LatAm_Logistics_4,Region_LatAm_South,Argentina,Air,232150,76,Trade Tariffs,High,Typhoon Belt,AAA,Stable,70,98,0,0,On Time,100,55,0.0135299677462445,0,Perfect,Certified,Pass,92,78,2.4,7.9,Good Standing
PO-20241519,Coffee Beans,LatAm_Logistics_1,Region_LatAm_South,Colombia,Sea,405042,55,,Low,Safe Zone,BBB,Stable,42,101,1,5,Port Congestion,97,41,0.0142923120304603,0,Perfect,Certified,Pass,76,69,1.9,6.7,Good Standing
PO-20241520,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Ghana,Air,489658,82,Trade Tariffs,High,Typhoon Belt,C,Merger Uncertainty,78,105,0,0,On Time,99,63,0.0177859932426814,0,Perfect,Certified,Pass,99,75,6.6,9.0,Good Standing
PO-20241521,Industrial Machinery,Euro_Ind_3,Region_EU_Central,Sweden,Air,297202,0,,Low,Safe Zone,AA,Stable,39,100,1,18,Port Congestion,98,81,0.0074271387200883,0,Perfect,Certified,Pass,80,77,3.1,8.5,Good Standing
PO-20241522,Baby & Kids,Asia_Tech_6,Region_Asia_Pacific,Vietnam,Sea,191821,33,,Low,Safe Zone,A,Stable,35,107,0,0,On Time,94,52,0.002650189118915,0,Perfect,Certified,Fail,81,87,8.8,1.2,Management Change
PO-20241523,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Cameroon,Air,467091,73,Trade Tariffs,High,Typhoon Belt,A,Stable,50,96,0,0,On Time,100,58,0.0142572076602696,0,Perfect,Certified,Pass,62,83,6.0,1.4,Lack of Transparency
PO-20241524,Aerospace Parts,Euro_Ind_4,Region_EU_Central,France,Sea,495406,23,,Low,Safe Zone,A,Stable,81,107,0,0,On Time,97,57,0.0166104976050132,0,Perfect,Certified,Pass,88,80,6.1,4.4,Good Standing
PO-20241525,Microchips,Asia_Tech_1,Region_Asia_Pacific,South Korea,Sea,102324,44,,Low,Safe Zone,AA,Stable,56,95,1,19,Machinery Breakdown,100,67,0.0235168584943139,0,Perfect,Certified,Pass,103,102,6.4,7.9,Good Standing
PO-20241526,Wine/Beverage,Euro_Ind_4,Region_EU_Central,France,Air,263663,24,,Low,Safe Zone,A,Stable,54,102,0,0,On Time,97,57,0.0095328265479253,0,Perfect,Certified,Pass,70,74,6.6,6.7,Good Standing
PO-20241527,Flowers/Agri,Euro_Ind_4,Region_EU_Central,Netherlands,Air,194124,23,,Low,Safe Zone,BBB,Stable,47,97,0,0,On Time,97,53,0.0393965847841619,1,Pest Infestation,Pending,Pass,89,70,7.4,8.4,Good Standing
PO-20241528,Agri Products,Euro_Ind_2,Region_EU_Central,Spain,Sea,290825,35,,Low,Safe Zone,BB,Pending Lawsuit,47,97,0,0,On Time,98,53,0.0056884741894662,0,Perfect,Certified,Pass,66,79,6.2,4.6,Good Standing
PO-20241529,Crude Oil,Afro_Trade_3,Region_Africa_West,Nigeria,Air,404767,79,Civil Unrest,High,Monsoon Region,BBB,Stable,60,100,0,0,On Time,98,76,0.0012127902417524,0,Perfect,Certified,Pass,69,91,3.0,2.2,Lack of Transparency
PO-20241530,Textiles,Euro_Ind_2,Region_EU_Central,Spain,Sea,97151,20,,Low,Safe Zone,BB,Merger Uncertainty,87,98,0,0,On Time,99,61,0.0107266142033154,0,Perfect,Certified,Pass,93,87,8.5,2.2,Lack of Transparency
PO-20241531,Consumer Electronics,Asia_Tech_1,Region_Asia_Pacific,China,Air,67865,27,,Low,Safe Zone,A,Stable,51,103,1,16,Raw Material Shortage,97,55,0.0042463963645871,0,Perfect,Certified,Pass,53,82,6.9,8.2,Good Standing
PO-20241532,Coffee Beans,LatAm_Logistics_3,Region_LatAm_South,Colombia,Sea,185153,74,Civil Unrest,High,Typhoon Belt,A,Stable,82,95,0,0,On Time,100,39,0.0146982315915577,0,Perfect,Certified,Pass,92,94,2.5,8.4,Good Standing
PO-20241533,Cocoa Beans,Afro_Trade_2,Region_Africa_West,Cameroon,Sea,294413,92,Civil Unrest,High,Monsoon Region,AAA,Stable,79,97,1,19,Port Congestion,99,61,0.0243132500152238,0,Perfect,Certified,Pass,67,89,4.6,2.0,Management Change
PO-20241534,Cocoa Beans,Afro_Trade_1,Region_Africa_West,Nigeria,Sea,90170,85,Port Strike,High,Wildfire Zone,BBB,Stable,38,109,0,0,On Time,97,51,0.0529425448634195,1,Fermentation Issue,Failed,Pass,86,79,5.1,9.9,Good Standing
PO-20241535,Agri Products,Euro_Ind_1,Region_EU_Central,Spain,Sea,388066,17,,Low,Safe Zone,A,Stable,50,102,0,0,On Time,100,66,0.0247279392005596,0,Perfect,Certified,Pass,91,76,5.4,2.7,Pricing Conflict
PO-20241536,Electronics,Euro_Ind_5,Region_EU_Central,Netherlands,Sea,321244,17,,Low,Safe Zone,A,Stable,79,96,0,0,On Time,96,59,0.0067990049558443,0,Perfect,Certified,Pass,89,78,8.1,10.0,Good Standing
PO-20241537,Lithium Batteries,Asia_Tech_1,Region_Asia_Pacific,China,Sea,380742,52,,Low,Safe Zone,A,Stable,67,109,1,15,Labor Strike,95,48,0.0167270337938369,0,Perfect,Certified,Pass,56,82,5.5,7.8,Good Standing
PO-20241538,Agri Products,Euro_Ind_2,Region_EU_Central,Spain,Air,381884,17,,Low,Safe Zone,AAA,Stable,74,95,0,0,On Time,97,56,0.0232823082767302,0,Perfect,Certified,Pass,69,94,1.3,5.2,Good Standing
PO-20241539,Flowers/Agri,LatAm_Logistics_3,Region_LatAm_South,Colombia,Air,400338,49,,Low,Safe Zone,BBB,Stable,36,103,0,0,On Time,100,65,0.0072513474176767,0,Perfect,Certified,Pass,69,95,3.6,9.4,Good Standing
PO-20241540,Copper,LatAm_Logistics_4,Region_LatAm_South,Peru,Air,135899,63,Civil Unrest,Low,Safe Zone,A,Stable,78,98,0,0,On Time,98,70,0.0112047968469726,0,Perfect,Certified,Pass,77,75,3.6,2.7,Lack of Transparency
PO-20241541,Gold/Diamonds,Afro_Trade_3,Region_Africa_West,Ghana,Sea,276749,90,Border Closure,High,Monsoon Region,BBB,Stable,87,102,0,0,On Time,99,55,0.0211562214777337,0,Perfect,Certified,Pass,55,80,4.0,7.3,Good Standing
PO-20241542,Auto Parts,Asia_Tech_5,Region_Asia_Pacific,Japan,Sea,390803,54,,Low,Safe Zone,BBB,Stable,83,107,1,3,Port Congestion,100,63,0.0133505638958526,0,Perfect,Certified,Pass,69,92,2.8,3.4,Pricing Conflict
PO-20241543,Steel Rolls,Asia_Tech_4,Region_Asia_Pacific,China,Air,117103,39,,Low,Safe Zone,AAA,Stable,39,96,0,0,On Time,97,60,0.0187524326774011,0,Perfect,Certified,Pass,89,86,4.2,5.8,Good Standing
PO-20241544,Chemicals,Euro_Ind_3,Region_EU_Central,Netherlands,Air,384907,7,,Low,Safe Zone,AAA,Stable,87,103,0,0,On Time,96,42,0.023439426276525,0,Perfect,Certified,Pass,52,73,7.5,4.2,Good Standing
PO-20241545,Coffee Beans,Afro_Trade_1,Region_Africa_West,Ivory Coast,Air,327705,94,Border Closure,High,Typhoon Belt,A,Stable,51,99,0,0,On Time,98,67,0.0075522068915243,0,Perfect,Certified,Pass,52,83,3.0,4.7,Good Standing
PO-20241546,Corn/Wheat,LatAm_Logistics_1,Region_LatAm_South,Argentina,Air,251760,57,,Low,Safe Zone,AA,Stable,72,97,0,0,On Time,99,77,0.0136403709722145,0,Perfect,Certified,Pass,68,97,7.3,5.0,Good Standing
PO-20241547,Copper,LatAm_Logistics_1,Region_LatAm_South,Peru,Air,340607,88,Border Closure,High,Earthquake Fault,BBB,Stable,34,101,0,0,On Time,97,62,0.0157039266249428,0,Perfect,Certified,Pass,77,64,1.8,5.7,Good Standing
PO-20241548,Oil/Petroleum,Afro_Trade_1,Region_Africa_West,Cameroon,Air,323079,100,Sanctions,High,Wildfire Zone,A,Stable,77,97,0,0,On Time,96,63,0.0051724917272281,0,Perfect,Certified,Pass,83,105,2.5,4.2,Good Standing
PO-20241549,Chemicals,Euro_Ind_2,Region_EU_Central,Germany,Air,277762,20,,Low,Safe Zone,BB,High Debt Ratio,79,104,1,11,Port Congestion,96,70,0.0145905807692332,0,Perfect,Certified,Pass,90,72,4.7,6.5,Good Standing
PO-20241550,Bananas/Fruit,US_Supply_Co_3,Region_US_East,Costa Rica,Air,440290,23,,Low,Safe Zone,BB,Merger Uncertainty,46,99,0,0,On Time,99,52,0.0050262255447023,0,Perfect,Certified,Pass,66,86,2.6,3.7,Contract Dispute
PO-20241551,Fish/Seafood,Afro_Trade_3,Region_Africa_West,Senegal,Sea,24437,92,Border Closure,High,Earthquake Fault,A,Stable,88,95,0,0,On Time,96,65,0.021280229639613,0,Perfect,Certified,Pass,58,67,5.5,1.7,Contract Dispute
PO-20241552,Rubber,Afro_Trade_3,Region_Africa_West,Ivory Coast,Air,218712,97,Border Closure,High,Earthquake Fault,AAA,Stable,61,98,0,0,On Time,98,54,0.020923536806286,0,Perfect,Certified,Pass,62,89,8.2,8.8,Good Standing
PO-20241553,Copper,LatAm_Logistics_2,Region_LatAm_South,Peru,Air,431202,56,,Low,Safe Zone,A,Stable,58,102,0,0,On Time,100,55,0.0113551788095562,0,Perfect,Certified,Pass,44,74,10.0,8.9,Good Standing
PO-20241554,Agri Products,Euro_Ind_4,Region_EU_Central,Spain,Sea,250703,11,,Low,Safe Zone,A,Stable,88,103,0,0,On Time,99,65,0.0038062448130116,0,Perfect,Certified,Pass,54,96,2.3,2.4,Slow Response
PO-20241555,Gold/Silver,LatAm_Logistics_3,Region_LatAm_South,Peru,Air,151992,47,,Low,Safe Zone,A,Stable,64,102,0,0,On Time,97,62,0.0195618940127005,0,Perfect,Pending,Pass,82,93,4.9,5.8,Good Standing
PO-20241556,Plastic Resins,Asia_Tech_4,Region_Asia_Pacific,China,Air,249957,42,,Low,Safe Zone,AA,Stable,30,106,0,0,On Time,97,67,0.0164961445305228,0,Perfect,Certified,Pass,99,75,2.4,4.3,Good Standing
PO-20241557,Cocoa Beans,Afro_Trade_2,Region_Africa_West,Nigeria,Air,82207,97,Civil Unrest,High,Earthquake Fault,A,Stable,58,102,1,15,Port Congestion,98,60,0.0166130439173445,0,Perfect,Pending,Pass,84,97,9.7,6.8,Good Standing
PO-20241558,Steel Rolls,Euro_Ind_2,Region_EU_Central,Sweden,Air,45206,33,,Low,Safe Zone,AA,Stable,83,100,0,0,On Time,95,55,0.0147607325038714,0,Perfect,Certified,Pass,54,96,2.4,2.6,Lack of Transparency
PO-20241559,Medical Devices,US_Supply_Co_5,Region_US_East,Costa Rica,Air,300819,4,,Low,Safe Zone,BBB,Stable,76,96,1,15,Customs Hold,99,63,0.0219307102719666,0,Perfect,Certified,Pass,61,82,5.3,3.4,Lack of Transparency
PO-20241560,Industrial Machinery,Euro_Ind_5,Region_EU_Central,Sweden,Air,370191,11,,Low,Safe Zone,AA,Stable,67,95,1,11,Port Congestion,98,48,0.0113537536489792,0,Perfect,Certified,Pass,65,88,6.9,9.1,Good Standing
PO-20241561,Consumer Electronics,Asia_Tech_6,Region_Asia_Pacific,South Korea,Sea,48702,37,,Low,Safe Zone,AAA,Stable,80,105,1,15,Raw Material Shortage,98,69,0.0032064199719929,0,Perfect,Certified,Pass,78,69,1.7,2.5,Lack of Transparency
PO-20241562,Rubber,Asia_Tech_5,Region_Asia_Pacific,Thailand,Air,6542,33,,Low,Safe Zone,AA,Stable,76,97,0,0,On Time,99,45,0.0015945655327308,0,Perfect,Certified,Pass,58,106,4.0,3.2,Pricing Conflict
PO-20241563,Bananas/Fruit,US_Supply_Co_5,Region_US_East,Costa Rica,Air,250342,3,,Low,Safe Zone,A,Stable,71,105,0,0,On Time,100,72,0.0183851661624369,0,Perfect,Certified,Pass,97,72,6.2,7.3,Good Standing
PO-20241564,Chemicals,Afro_Trade_2,Region_Africa_West,Senegal,Air,223683,69,Sanctions,Low,Safe Zone,C,Liquidity Crisis,84,102,1,12,Labor Strike,98,81,0.0208897991077962,0,Perfect,Certified,Pass,88,88,3.9,1.3,Pricing Conflict
PO-20241565,Microchips,Asia_Tech_6,Region_Asia_Pacific,Japan,Air,312196,36,,Low,Safe Zone,A,Stable,71,100,0,0,On Time,100,51,0.0087189383535003,0,Perfect,Certified,Pass,76,72,5.2,5.6,Good Standing
PO-20241566,Auto Parts,Euro_Ind_2,Region_EU_Central,Spain,Sea,424441,25,,Low,Safe Zone,BBB,Stable,89,110,0,0,On Time,100,65,0.0242947604509289,0,Perfect,Certified,Pass,75,74,3.6,9.7,Good Standing
PO-20241567,Flowers/Agri,Euro_Ind_1,Region_EU_Central,Netherlands,Sea,447317,12,,Low,Safe Zone,A,Stable,52,98,0,0,On Time,98,53,0.0148293528868454,0,Perfect,Certified,Pass,71,71,1.0,4.6,Good Standing
PO-20241568,Auto Parts,US_Supply_Co_4,Region_US_East,Mexico,Land,247001,0,,Low,Safe Zone,BB,High Debt Ratio,81,94,1,11,Machinery Breakdown,98,82,0.0291512192426435,0,Perfect,Pending,Pass,71,72,9.4,5.4,Good Standing
PO-20241569,Flowers/Agri,LatAm_Logistics_1,Region_LatAm_South,Colombia,Sea,473906,71,Trade Tariffs,High,Flood Plain,AA,Stable,47,100,0,0,On Time,98,65,0.0146099802267962,0,Perfect,Pending,Pass,55,82,7.5,2.3,Pricing Conflict
PO-20241570,Lithium Batteries,LatAm_Logistics_2,Region_LatAm_South,Argentina,Sea,228693,85,Border Closure,High,Wildfire Zone,BBB,Stable,84,101,0,0,On Time,99,72,0.0179291384030304,0,Perfect,Pending,Pass,77,61,9.2,1.6,Pricing Conflict
PO-20241571,Lithium Batteries,LatAm_Logistics_4,Region_LatAm_South,Chile,Air,326231,79,Border Closure,High,Typhoon Belt,A,Stable,41,100,1,7,Port Congestion,98,59,0.0038727013221113,0,Perfect,Certified,Pass,75,107,7.9,2.6,Pricing Conflict
PO-20241572,Industrial Machinery,Euro_Ind_5,Region_EU_Central,Sweden,Sea,397455,14,,Low,Safe Zone,BBB,Stable,39,99,0,0,On Time,98,68,0.0233827419021906,0,Perfect,Certified,Pass,68,89,8.2,2.4,Management Change
PO-20241573,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Ghana,Air,378502,82,Trade Tariffs,High,Monsoon Region,BBB,Stable,67,97,1,14,Port Congestion,97,70,0.0225354617014875,0,Perfect,Certified,Fail,77,72,5.4,1.8,Lack of Transparency
PO-20241574,Flowers/Agri,LatAm_Logistics_1,Region_LatAm_South,Colombia,Sea,354471,63,Trade Tariffs,Low,Safe Zone,A,Stable,47,96,1,15,Labor Strike,96,77,0.0151031622785656,0,Perfect,Certified,Pass,63,84,3.4,1.7,Lack of Transparency
PO-20241575,Textiles,LatAm_Logistics_2,Region_LatAm_South,Peru,Sea,159454,66,Trade Tariffs,Low,Safe Zone,C,Liquidity Crisis,49,96,1,20,Port Congestion,99,54,0.0143655831839456,0,Perfect,Certified,Pass,60,85,5.9,9.0,Good Standing
PO-20241576,Consumer Electronics,US_Supply_Co_4,Region_US_East,Mexico,Air,475649,0,,Low,Safe Zone,AAA,Stable,45,103,0,0,On Time,97,56,0.024035579171082,0,Perfect,Certified,Pass,90,82,3.3,5.2,Good Standing
PO-20241577,Baby & Kids,Euro_Ind_5,Region_EU_Central,Italy,Air,185593,24,,Low,Safe Zone,BB,Merger Uncertainty,88,94,0,0,On Time,99,38,0.0112338829129531,0,Perfect,Certified,Pass,87,84,9.5,7.6,Good Standing
PO-20241578,Coffee Beans,Afro_Trade_3,Region_Africa_West,Ivory Coast,Sea,111618,93,Sanctions,High,Wildfire Zone,A,Stable,63,94,1,8,Port Congestion,100,30,0.0161623730218713,0,Perfect,Certified,Pass,37,77,1.1,4.9,Good Standing
PO-20241579,Auto Parts,Euro_Ind_4,Region_EU_Central,Sweden,Air,108997,23,,Low,Safe Zone,BBB,Stable,77,96,0,0,On Time,98,54,0.0088410752457895,0,Perfect,Certified,Pass,67,90,4.8,4.1,Good Standing
PO-20241580,Chemicals,Euro_Ind_4,Region_EU_Central,Germany,Sea,412133,18,,Low,Safe Zone,BBB,Stable,52,98,0,0,On Time,97,37,0.0130040349989809,0,Perfect,Certified,Pass,54,87,7.6,8.1,Good Standing
PO-20241581,Electronics,Asia_Tech_1,Region_Asia_Pacific,Vietnam,Air,466537,34,,Low,Safe Zone,A,Stable,76,99,0,0,On Time,96,56,0.0097869885691414,0,Perfect,Certified,Pass,73,98,8.9,6.8,Good Standing
PO-20241582,Rubber,Afro_Trade_1,Region_Africa_West,Ivory Coast,Sea,194140,80,Trade Tariffs,High,Flood Plain,AA,Stable,37,106,0,0,On Time,99,74,0.0159272071188718,0,Perfect,Certified,Pass,73,87,5.3,4.2,Good Standing
PO-20241583,Fish/Seafood,Afro_Trade_2,Region_Africa_West,Senegal,Air,403990,85,Sanctions,High,Typhoon Belt,A,Stable,71,103,1,8,Customs Hold,98,58,0.003444041098897,0,Perfect,Certified,Pass,75,93,1.9,5.6,Good Standing
PO-20241584,Chemicals,US_Supply_Co_5,Region_US_East,USA,Land,44881,3,,Low,Safe Zone,AAA,Stable,67,99,1,14,Customs Hold,99,41,0.0180622820895227,0,Perfect,Certified,Pass,63,94,8.3,2.9,Pricing Conflict
PO-20241585,Auto Parts,Asia_Tech_1,Region_Asia_Pacific,Japan,Sea,450580,32,,Low,Safe Zone,A,Stable,62,102,0,0,On Time,95,52,0.011772216072654,0,Perfect,Certified,Pass,53,92,2.2,5.3,Good Standing
PO-20241586,Wine/Beverage,Euro_Ind_2,Region_EU_Central,France,Air,241081,6,,Low,Safe Zone,A,Stable,55,106,0,0,On Time,98,63,0.0062738146124662,0,Perfect,Certified,Pass,95,89,7.7,8.0,Good Standing
PO-20241587,Crude Oil,Afro_Trade_3,Region_Africa_West,Nigeria,Sea,39668,79,Civil Unrest,High,Typhoon Belt,AA,Stable,83,91,0,0,On Time,96,63,0.0136753021013988,0,Perfect,Certified,Pass,42,71,1.0,2.2,Management Change
PO-20241588,Auto Parts,Euro_Ind_5,Region_EU_Central,Sweden,Sea,190216,12,,Low,Safe Zone,BBB,Stable,31,100,0,0,On Time,100,74,0.0194630644794691,0,Perfect,Certified,Pass,62,75,9.9,6.2,Good Standing
PO-20241589,Spices,Asia_Tech_2,Region_Asia_Pacific,India,Sea,304712,51,,Low,Safe Zone,BBB,Stable,87,105,0,0,On Time,99,55,0.0162379511176828,0,Perfect,Certified,Pass,76,78,6.1,2.5,Slow Response
PO-20241590,Industrial Machinery,Euro_Ind_4,Region_EU_Central,Italy,Air,231532,23,,Low,Safe Zone,AA,Stable,53,109,0,0,On Time,98,60,0.0104993722347719,0,Perfect,Certified,Pass,75,102,6.6,9.7,Good Standing
PO-20241591,Electronics,Asia_Tech_7,Region_Asia_Pacific,Thailand,Air,305699,31,,Low,Safe Zone,BBB,Stable,86,102,0,0,On Time,97,42,0.0235164858712705,0,Perfect,Certified,Pass,59,69,8.1,7.9,Good Standing
PO-20241592,Flowers/Agri,Euro_Ind_5,Region_EU_Central,Netherlands,Sea,425576,7,,Low,Safe Zone,BBB,Stable,85,105,0,0,On Time,97,68,0.0059622655347117,0,Perfect,Certified,Pass,94,66,7.2,5.8,Good Standing
PO-20241593,Steel Rolls,Euro_Ind_5,Region_EU_Central,Germany,Sea,137129,22,,Low,Safe Zone,A,Stable,45,103,0,0,On Time,95,75,0.0174950336582265,0,Perfect,Certified,Pass,74,78,4.7,6.1,Good Standing
PO-20241594,Steel Rolls,Asia_Tech_3,Region_Asia_Pacific,India,Sea,495482,34,,Low,Safe Zone,AA,Stable,48,99,0,0,On Time,95,76,0.0220305723711615,0,Perfect,Certified,Pass,84,82,4.1,7.9,Good Standing
PO-20241595,Auto Parts,US_Supply_Co_5,Region_US_East,Canada,Air,89769,29,,Low,Safe Zone,C,Liquidity Crisis,53,104,0,0,On Time,95,77,0.0372822581500964,1,Rust/Corrosion,Pending,Pass,78,91,2.5,7.8,Good Standing
PO-20241596,Copper,LatAm_Logistics_1,Region_LatAm_South,Chile,Sea,243794,90,Trade Tariffs,High,Earthquake Fault,AA,Stable,39,103,1,16,Port Congestion,95,95,0.0180023758067455,0,Perfect,Certified,Pass,61,80,4.8,5.4,Good Standing
PO-20241597,Copper,Euro_Ind_1,Region_EU_Central,Poland,Sea,128587,9,,Low,Safe Zone,A,Stable,42,91,0,0,On Time,94,71,0.0014487865078812,0,Perfect,Certified,Pass,67,88,5.1,1.3,Management Change
PO-20241598,Soybeans,LatAm_Logistics_4,Region_LatAm_South,Argentina,Air,211130,75,Port Strike,High,Flood Plain,A,Stable,53,94,0,0,On Time,97,34,0.0010534122544718,0,Perfect,Certified,Pass,82,96,8.2,5.2,Good Standing
PO-20241599,Microchips,Asia_Tech_5,Region_Asia_Pacific,Japan,Sea,420167,28,,Low,Safe Zone,A,Stable,88,95,1,14,Labor Strike,98,45,0.0242569411287851,0,Perfect,Certified,Pass,72,65,2.2,8.8,Good Standing
PO-20241600,Rubber,Afro_Trade_1,Region_Africa_West,Ivory Coast,Sea,109892,100,Civil Unrest,High,Typhoon Belt,A,Stable,75,99,0,0,On Time,97,52,0.018037267382698,0,Perfect,Certified,Pass,97,76,7.8,1.4,Lack of Transparency
PO-20241601,Office Supplies,Asia_Tech_5,Region_Asia_Pacific,Vietnam,Sea,489017,38,,Low,Safe Zone,AAA,Stable,84,97,0,0,On Time,95,48,0.0150581670115824,0,Perfect,Certified,Pass,80,63,1.6,10.0,Good Standing
PO-20241602,Textiles,Euro_Ind_4,Region_EU_Central,Italy,Sea,25976,9,,Low,Safe Zone,A,Stable,32,94,0,0,On Time,100,47,0.0181761541033527,0,Perfect,Certified,Pass,84,76,2.0,6.2,Good Standing
PO-20241603,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Cameroon,Sea,164587,91,Civil Unrest,High,Wildfire Zone,AA,Stable,35,94,1,19,Machinery Breakdown,99,27,0.0394944839808523,1,Pest Infestation,Pending,Pass,61,95,5.7,5.9,Good Standing
PO-20241604,Industrial Machinery,Euro_Ind_4,Region_EU_Central,Germany,Sea,322488,13,,Low,Safe Zone,BBB,Stable,86,94,0,0,On Time,97,66,0.0105534659651321,0,Perfect,Certified,Pass,96,97,5.4,3.3,Contract Dispute
PO-20241605,Bananas/Fruit,US_Supply_Co_4,Region_US_East,Panama,Air,201868,0,,Low,Safe Zone,BBB,Stable,83,104,0,0,On Time,100,61,0.0211486296962101,0,Perfect,Certified,Pass,51,82,6.3,7.8,Good Standing
PO-20241606,Iron Ore,LatAm_Logistics_3,Region_LatAm_South,Brazil,Air,362085,82,Sanctions,High,Wildfire Zone,A,Stable,82,102,1,14,Labor Strike,95,74,0.0225865423142706,0,Perfect,Certified,Pass,55,88,8.3,8.5,Good Standing
PO-20241607,Chemicals,Euro_Ind_2,Region_EU_Central,France,Sea,186484,18,,Low,Safe Zone,A,Stable,81,97,1,13,Customs Hold,99,57,0.0220010741577387,0,Perfect,Certified,Fail,50,102,2.6,7.3,Good Standing
PO-20241608,Agri Products,Euro_Ind_4,Region_EU_Central,Spain,Sea,8751,25,,Low,Safe Zone,BBB,Stable,64,97,1,8,Raw Material Shortage,100,63,0.0105043097006165,0,Perfect,Certified,Pass,77,91,5.6,5.9,Good Standing
PO-20241609,Gold/Diamonds,Afro_Trade_1,Region_Africa_West,Ghana,Sea,209540,84,Civil Unrest,High,Earthquake Fault,BBB,Stable,75,97,1,7,Raw Material Shortage,97,37,0.0227639478999066,0,Perfect,Certified,Pass,58,73,8.1,9.0,Good Standing
PO-20241610,Auto Parts,Euro_Ind_3,Region_EU_Central,Sweden,Sea,483046,32,,Low,Safe Zone,A,Stable,35,90,0,0,On Time,100,41,0.0123703917488902,0,Perfect,Certified,Pass,70,90,2.1,6.4,Good Standing
PO-20241611,Flowers/Agri,LatAm_Logistics_3,Region_LatAm_South,Colombia,Sea,323219,57,,Low,Safe Zone,AA,Stable,85,98,0,0,On Time,96,65,0.0149950922658979,0,Perfect,Certified,Pass,64,91,9.6,3.5,Slow Response
PO-20241612,Auto Parts,Euro_Ind_4,Region_EU_Central,Germany,Air,92525,9,,Low,Safe Zone,AA,Stable,32,94,0,0,On Time,96,51,0.0336097799596585,1,Rust/Corrosion,Pending,Pass,49,89,8.6,8.1,Good Standing
PO-20241613,Medical Devices,US_Supply_Co_2,Region_US_East,USA,Air,325573,8,,Low,Safe Zone,A,Stable,49,94,0,0,On Time,96,58,0.0134291840591915,0,Perfect,Certified,Pass,69,80,8.5,9.0,Good Standing
PO-20241614,Wood/Lumber,US_Supply_Co_1,Region_US_East,Canada,Land,51700,0,,Low,Safe Zone,A,Stable,31,103,0,0,On Time,100,59,0.000554163486756,0,Perfect,Certified,Pass,72,87,8.8,4.5,Good Standing
PO-20241615,Textiles,Euro_Ind_4,Region_EU_Central,Spain,Sea,398313,11,,Low,Safe Zone,C,Credit Downgrade,81,102,1,17,Customs Hold,100,61,0.0200065943306402,0,Perfect,Certified,Pass,82,86,3.9,4.3,Good Standing
PO-20241616,Chemicals,Euro_Ind_3,Region_EU_Central,Germany,Air,221472,36,,Low,Safe Zone,AAA,Stable,55,102,0,0,On Time,98,62,0.015175384960923,0,Perfect,Pending,Pass,71,85,5.3,7.0,Good Standing
PO-20241617,Copper,LatAm_Logistics_4,Region_LatAm_South,Peru,Sea,129272,75,Sanctions,High,Wildfire Zone,BBB,Stable,63,106,0,0,On Time,100,71,0.0070993643718076,0,Perfect,Certified,Pass,91,81,7.2,7.7,Good Standing
PO-20241618,Agri Products,Euro_Ind_2,Region_EU_Central,Spain,Sea,390577,12,,Low,Safe Zone,BBB,Stable,86,93,0,0,On Time,98,45,0.0233082488291548,0,Perfect,Certified,Pass,84,63,2.6,6.9,Good Standing
PO-20241619,Textiles,Euro_Ind_2,Region_EU_Central,Spain,Sea,42238,25,,Low,Safe Zone,AA,Stable,46,98,1,8,Machinery Breakdown,100,55,0.0032257210502865,0,Perfect,Certified,Pass,55,63,4.2,6.5,Good Standing
